,Title,Score
330,Inukshuk - We Were Infinite [NCS Release]_595,-871187.2091804009
124,Chime & Adam Tell - Whole [NCS Release]_561,-874330.8179623557
0,2 Souls - Lonely (ft Nara) [NCS Release]_82,-875494.2660308986
259,ElementD - Giving In (feat Mees Van Den Berg) [NCS Release]_455,-879825.9445557557
242,Electro-Light - Symbolism [NCS Release]_727,-880190.9348593
194,Disfigure - Hollah! [NCS Release]_719,-882977.7424034269
306,Halvorsen - Wouldnt Change It [NCS Release]_637,-891026.1173140149
578,Prismo - Hold On [NCS Official Video]_449,-891535.8961514251
273,ÉWN - Feels [NCS Release]_564,-896202.4247165289
46,Anna Yvette & AFK - Clouds [NCS Release]_525,-904996.017919592
718,Tobu - Return To The Wild [NCS Release]_265,-905784.3475605277
292,GALLIUM - All I Wanna [NCS Release]_36,-906598.0703704797
753,Uplink - Crying Over You [NCS Release]_500,-913668.6771419344
606,RetroVision - Heroes [NCS Release]_563,-915487.9117039901
461,LFZ - Echoes (Meikal Remix) [NCS Release]_415,-922427.5086955985
285,Foria - Break Away [NCS Release]_623,-922671.0160737648
755,Uplink - To Myself (feat NK) [NCS Release]  Official Video_581,-927777.3541997161
707,Tinoma - Find You [NCS Release]_63,-930472.8064340302
396,K-391 - Everybody [NCS Release]_705,-931093.9937920489
77,Axollo - Moonstruck [NCS Release]_537,-934656.3686274148
527,Mynerva & Nytrix - Find You [NCS Release]_151,-942065.8797355085
554,Nomra - Your Body [NCS Release]_31,-959676.9476078029
42,Anikdote - Which Direction [NCS Release]_639,-960745.9552336113
262,Ellis - Clear My Head (AFISHAL Drum Remix) [NCS Release]_168,-961536.2240025328
282,floatinurboat - Spirit of Things [NCS Release]_530,-965245.0516232786
309,Heuse & Chris Linton - Reactive [NCS Release]_301,-966029.3498047618
294,Geoxor - You & I [NCS Release]_547,-966127.2879628723
207,Diviners - Stockholm Lights [NCS Release]_85,-971195.911591678
585,Rameses B - Cant Let You Go (feat Florenza) [NCS Release]_66,-978444.9438725037
144,Culture Code - Feel Again (feat Harley Bird) [NCS Release]_363,-980993.73140112
323,InfiNoise - Bring me back to life (Feat DNAKM) [NCS Release]_68,-983855.3633555643
235,Electric Joy Ride - Origin [NCS Release]_790,-999510.7665447589
222,Dropouts - Let Go [NCS Release]_759,-1006505.2579813114
668,Spencer Maro - Starfire [NCS Release]_270,-1008822.7899879231
119,Cartoon - Your Stories (feat Koit Toome) [NCS Release]_419,-1028710.8960375871
465,Linko - Goodbye [NCS Release]_19,-1047606.9114077048
660,SirensCeol - Coming Home [NCS Release]_818,-1051148.4204321825
241,Electro-Light - Night Shines (feat Nathan Brumley) [NCS Uplifting Release]_724,-1064448.7987613599
485,Marin Hoxha & Chris Linton - With You [NCS Release]_318,-1069309.351866526
697,The Arcturians & hayve - Bit By Bit [NCS Release]_135,-1082438.656748569
313,Heuse - Stones (feat Chris Linton & Emma Sameth) [NCS Release]_518,-1084208.0343779821
413,Kontinuum - First Rain [NCS Release]_672,-1092854.5090985927
772,Vexento - Masked Raver [NCS Release]_551,-1106934.150190221
381,Jonny Koch & Annie Sollange - LOVE ME [NCS Release]_97,-1112583.9374348167
609,RetroVision - Puzzle [NCS Release]_592,-1131478.1053881182
341,James Mercy - Take You On (ft PhiloSofie) [NCS Release]_26,-1156263.325383929
406,Killercats - Tell Me (feat Alex Skrindo) [NCS Release]_606,-1159081.3271947554
139,Cormak - Flavors [NCS Release]_669,-1168608.876543023
531,NCS Reloaded Behind The Scenes_215,-1169413.5421105796
96,Blooom & GhostnGhost - Desire [NCS Release]_190,-1174961.620055275
784,WATEVA - Ping Pong Party [NCS Release]_288,-1195607.7549347365
546,NIVIRO - The Ghost [NCS Official Video]_486,-1217075.1394430737
478,Main Reaktor - Awakening [NCS Release]_703,-1223266.6150669819
726,Tom Wilson - Until I Die (feat joegarratt) [NCS Official Video]_198,-1248132.3271777807
154,David Bulla - Unexpected [NCS Release]_757,-1257468.7994218203
28,Alan Walker - Force [NCS Release]_697,-1275035.9730859317
696,THANK YOU! ♥️_498,-1279061.6244890625
122,Catas & Kasger - Blueshift [NCS Release]_569,-1283576.7452339886
76,Axollo - Burn It [NCS Release]_391,-1303988.6706694
482,Malik Bash - Ghosts [NCS Release]_471,-1603992.1105095732
484,Marin Hoxha & Caravn - Eternal [NCS Release]_60,-1625565.2656591618
312,Heuse & Zeus x Crona - Pill (feat Emma Sameth) [NCS Release]_542,-1630887.4160579925
663,SKYL1NK - The Wizard [NCS Release]_568,-1764674.311529647
770,Venemy Ft Emily Jane - Heartbeat [NCS Release]_764,-2135606.1326031545
