ID,Week,Order,Song,Genre,Subgenre,Youtube,Tags,Map,Mapper,Likes/Days,BPM,BPM 2,Revised BPM,Notes,,
,,6,Tsukiakari no Michishirube (TV Size) [Darker than Black: Ryuusei no Gemini Opening] – Stereopony,J-Pop,Anime,https://www.youtube.com/watch?v=9sY9gH8v9FI,-,https://bsaber.com/songs/e230/,https://bsaber.com/tag/joetastic,4.71,,,,,,
,,7,Kienai Kizuna Hatsune Miku,J-Pop,Vocaloid,https://www.youtube.com/watch?v=zkWSuazfZ1U,-,https://bsaber.com/songs/e4a3/,https://bsaber.com/tag/katsuya,10.33,,,,,,
,,8,[Alphabeat – Marshmello Pack] Marshmello – Summer,Electronic,EDM,https://www.youtube.com/watch?v=2vMH8lITTCE,"1. BALANCED, 2. NOVICE",https://bsaber.com/songs/e4aa/,https://bsaber.com/tag/firestrikeyt,10.33,,,,,,
,,9,[Alphabeat – Marshmello Pack] Marshmello & Halsey – Be Kind,Electronic,Pop,https://www.youtube.com/watch?v=n7eq3E9zE2Y,"1. BALANCED, 2. INTERMEDIATE",https://bsaber.com/songs/e4ab/,https://bsaber.com/tag/firestrikeyt,9.33,,,,,,
,,10,Franky Nuts – Lose Control (ft. Danyka Nadeau),Electronic,Drumstep,https://www.youtube.com/watch?v=73z_Qz5HT-Y,"DUBSTEP, EDM",https://bsaber.com/songs/e41d/,https://bsaber.com/tag/pkdan,11.00,,,,,,
,,11,Brand-new World [The Asterisk War Opening] – Shiena Nishizawa,J-Pop,Anime,https://www.youtube.com/watch?v=wkG4_Y2ZLUg,"ANIME, J-POP",https://bsaber.com/songs/e24a/,https://bsaber.com/tag/joetastic,4.71,,,,,,
,,12,Kamisama Neji Maki (Wind-Up God) – Kemu ft. Gumi,J-Pop,Vocaloid,https://www.youtube.com/watch?v=0He-u9f217g,"J-POP, VOCALOID",https://bsaber.com/songs/e2e0/,https://bsaber.com/tag/joetastic,3.67,,,,,,
,,13,Your Reality – Doki Doki Literature Club,Video Game,Japanese,https://www.youtube.com/watch?v=CAL4WMpBNs0,-,https://bsaber.com/songs/e442/,https://bsaber.com/tag/jokidum,7.33,,,,,,
,,14,kemu – Roku Chounen to Ichiya Monogatari【BEGINNER】,J-Pop,Anime,https://www.youtube.com/watch?v=bD9u7bjXZqM,-,https://bsaber.com/songs/e49f/,https://bsaber.com/tag/maso,7.00,,,,,,
,,15,Marshmello x Ookay – Chasing Colors (ft. Noah Cyrus),Pop,Trap,https://www.youtube.com/watch?v=zInL1ZUPu7s,"1. BALANCED, 2. INTERMEDIATE",https://bsaber.com/songs/e4b4/,https://bsaber.com/tag/timeweaver,15.33,,,,,,
,,16,Tokyo Machine – PAUSE,Electronic,House,https://www.youtube.com/watch?v=RhR_Z5wVvJM,"1. BALANCED, 2. INTERMEDIATE, EDM, ELECTRO HOUSE, MEME",https://bsaber.com/songs/e1eb/,https://bsaber.com/tag/nitronikexe,4.75,,,,,,
,,17,Gurenge [22/7 Soundtrack] – Reika Sato,J-Pop,Anime,https://www.youtube.com/watch?v=zZzArKnSGPc,"ANIME, J-POP",https://bsaber.com/songs/e394/,https://bsaber.com/tag/joetastic,6.60,,,,,,
,,18,Kano – Nadamesukashi Negotiation [Uzaki-chan Wants to Hang Out! Opening],J-Pop,Anime,https://www.youtube.com/watch?v=yo-I3fQXYjQ,"1. BALANCED, 2. ADVANCED, ANIME, J-POP, JAPANESE",https://bsaber.com/songs/e2b8/,https://bsaber.com/tag/etan,5.33,,,,,,
,,19,"YUNGBLUD, Halsey – 11 Minutes ft. Travis Barker",Rock,Alternative,https://www.youtube.com/watch?v=a1RMiMLDsvQ,-,https://bsaber.com/songs/e232/,https://bsaber.com/tag/amuga,2.57,,,,,,
,,20,Sweet Arms – I Swear (TV Size) | Date A Live 3 Opening,J-Pop,Anime,https://www.youtube.com/watch?v=pLQGfSQUuCM,-,https://bsaber.com/songs/e291/,https://bsaber.com/tag/icantjumpwell,4.00,,,,,,
13,09-15,1,[NoodleGames Vol.2] Rivers in the Desert – Persona 5,Video Game,OST,https://www.youtube.com/watch?v=Fy6cyUV_UH0,"1. BALANCED, 2. NOVICE",https://bsaber.com/songs/e7ce/,https://bsaber.com/tag/theab,11.4,,,,,,
,,2,[NoodleGames Vol.2] Martin O’Donnell and Michael Salvatori – Rain,Video Game,OST,https://www.youtube.com/watch?v=PkqtUEkuoNc,"1. BALANCED, 2. BEGINNER, WALL ART",https://bsaber.com/songs/e7c7/,https://bsaber.com/tag/caeden117,8.6,,,,,,
,,3,[NoodleGames Vol.2] Weight of the World Kowaretasekainouta – NieR: Automata,Video Game,OST,https://www.youtube.com/watch?v=uh7OkyAlaKM,"1. DANCE, 2. NOVICE",https://bsaber.com/songs/e7d6/,https://bsaber.com/tag/theab,8.6,,,,,,
,,4,[90° One Saber demo] Sherlock Opening,TV/Movies,OST,https://www.youtube.com/watch?v=1a_5edfc5q4,"1. BALANCED, 2. NOVICE, 90 DEGREE",https://bsaber.com/songs/e2f2/,https://bsaber.com/tag/stumi,8,,,,,,
,,5,[NoodleGames Vol.2] Last Surprise – Persona 5,Video Game,OST,https://www.youtube.com/watch?v=Ec4YbVP9R-A,"1. BALANCED, 2. INTERMEDIATE",https://bsaber.com/songs/e7cd/,https://bsaber.com/tag/theab,12.2,,,,,,
,,6,Vitality,Electronic,Hardstyle,https://www.youtube.com/watch?v=EnDXGQmCz3U,-,https://bsaber.com/songs/eaea/,https://bsaber.com/tag/emir,37,,,,,,
,,7,"[NoodleGames Vol.2] Wake Up, Get Up, Get Out There – Persona 5",Video Game,OST,https://www.youtube.com/watch?v=-09Sox6voGU,"1. BALANCED, 2. INTERMEDIATE",https://bsaber.com/songs/e910/,https://bsaber.com/tag/theab,11.33333333,,,,,,
,,8,Tetris 99 Megamix,Video Game,Chiptune,https://www.youtube.com/watch?v=63hoSNvS6Z4,"1. BALANCED, 2. ADVANCED",https://bsaber.com/songs/e770/,https://bsaber.com/tag/redmagi,12.2,,,,,,
,,9,KRUSTY KRAB PIZZA,TV/Movies,Meme,https://www.youtube.com/watch?v=jL3tyVOtpiM,-,https://bsaber.com/songs/e860/,https://bsaber.com/tag/jokidum,9.5,,,,,,
,,10,Harujion – YOASOBI,J-Pop,Pop,https://www.youtube.com/watch?v=kzdJkT4kp-A,-,https://bsaber.com/songs/e692/,https://bsaber.com/tag/hiyasi_penguin,5.142857143,,,,,,
,,11,不可幸力,Hip Hop,Japanese,https://www.youtube.com/watch?v=Gbz2C2gQREI,-,https://bsaber.com/songs/e88a/,https://bsaber.com/tag/kanahebi255,6,,,,,,
,,12,Let’s Get Real (RWBY: Volume 7 Soundtrack) – Jeff Williams ft. Casey Lee Williams & Erin Reilly,Video Game,Dance,https://www.youtube.com/watch?v=6WQOo30YSOw,"1. DANCE, 2. INTERMEDIATE, FUNK, SOUNDTRACK",https://bsaber.com/songs/eafa/,https://bsaber.com/tag/joetastic,23,,,,,,
,,13,[NoodleGames Vol.2] Louise Penman – Baptism of Fire (CliqTrack remix),Video Game,DnB,https://www.youtube.com/watch?v=8CuI3CsEb50,"1. BALANCED, 2. INTERMEDIATE",https://bsaber.com/songs/e7cc/,https://bsaber.com/tag/plusonerabbit,4.6,,,,,,
,,14,[NoodleGames Vol.2] A Hat In Time & Plasma3Music – Trainwreck Of Electro Swing,Video Game,Electroswing,https://www.youtube.com/watch?v=2c1iSpk3u1A,"1. TECH, 2. INTERMEDIATE",https://bsaber.com/songs/e7bb/,https://bsaber.com/tag/pixelguymm,7.6,,,,,,
,,15,KSHMR – Over And Out,Electronic,Hardstyle,https://www.youtube.com/watch?v=eZTR9778lw4,-,https://bsaber.com/songs/e63d/,https://bsaber.com/tag/happyglt,3.142857143,,,,,,
,,16,chocolate box (watakana cover),J-Pop,Electro,https://www.youtube.com/watch?v=TyILqS4nF3M,-,https://bsaber.com/songs/e828/,https://bsaber.com/tag/mux,5.6,,,,,,
,,17,Sheep In The Light,J-Pop,Dance,https://www.youtube.com/watch?v=H2V_eME2aT8,-,https://bsaber.com/songs/e7db/,https://bsaber.com/tag/cat_using_a_toaster,4,,,,,,
,,18,"[NoodleGames Vol.2] League of Legends – RISE (ft. The Glitch Mob, Mako, and The Word Alive)",Rock,Alternative,https://www.youtube.com/watch?v=fB8TyLTD7EE,"1. BALANCED, 2. NOVICE",https://bsaber.com/songs/e7be/,https://bsaber.com/tag/halcyon12,5.2,,,,,,
,,19,[NoodleGames Vol.2] C418 – Sweden,Video Game,OST,https://www.youtube.com/watch?v=aBkTkxKDduc,"1. BALANCED, 2. BEGINNER",https://bsaber.com/songs/e7ba/,https://bsaber.com/tag/halcyon12,6.2,,,,,,
,,20,[NoodleGames Vol.2] Bryan Tyler – Pyrates Beware – Assassin’s Creed IV: Black Flag OST,Video Game,OST,https://www.youtube.com/watch?v=V2NvnaxShtY,"1. BALANCED, 2. INTERMEDIATE, EPIC, INSTRUMENTAL, ORCHESTRAL, SOUNDTRACK, VIDEO GAME",https://bsaber.com/songs/e792/,https://bsaber.com/tag/helencarnate,3.4,,,,,,
14,09-22,1,NULCTRL (Meiso FLIP),Electronic,Drumstep,https://www.youtube.com/watch?v=RdAjAhP7Ga4,"1. BALANCED, 2. ADVANCED, MOD CHART",https://bsaber.com/songs/ed2a/,https://bsaber.com/tag/reaxt,32,,,,,,
,,2,Din Don Dan (Extended Mix),Electronic,Eurobeat,https://www.youtube.com/watch?v=LwBIiE3Ef6M,-,https://bsaber.com/songs/edd7/,https://bsaber.com/tag/fefy,10.25,,,,,,
,,3,[KSHMR Pack] KSHMR x Marnik – Mandala (ft. Mitaka),Electronic,House,https://www.youtube.com/watch?v=ZgEY-EkNGN8,"1. DANCE, 2. INTERMEDIATE, EDM, ELECTRO HOUSE",https://bsaber.com/songs/ed9e/,https://bsaber.com/tag/nitronikexe,9.666666667,,,,,,
,,4,Kasai Harcores – Drop The Fire,Electronic,House,https://www.youtube.com/watch?v=Su-b-8uHd6o,-,https://bsaber.com/songs/ef52/,https://bsaber.com/tag/cat_using_a_toaster,11,,,,,,
,,5,[KSHMR Pack] KSHMR x Marnik – Bazaar,Electronic,House,https://www.youtube.com/watch?v=KlJAiwwGHMg,"1. DANCE, 2. INTERMEDIATE, EDM, ELECTRO HOUSE",https://bsaber.com/songs/ed9a/,https://bsaber.com/tag/nitronikexe,8,,,,,,
,,6,Better Now – Post Malone,Hip Hop,Trap,https://www.youtube.com/watch?v=nqggm9o2Z9k,-,https://bsaber.com/songs/ed6c/,https://bsaber.com/tag/stayhigh,4.8,,,,,,
,,7,Avalanche,Electronic,Speedcore,https://www.youtube.com/watch?v=Ns4mCjp_y_o,-,https://bsaber.com/songs/f124/,https://bsaber.com/tag/that_narwhal,32,,,,,,
,,8,Sword Art Online Opening Compilation 2,J-Pop,Anime,https://www.youtube.com/watch?v=zsGfi1EfX_k,"1. BALANCED, 2. INTERMEDIATE, ANIME, J-POP",https://bsaber.com/songs/ee68/,https://bsaber.com/tag/joetastic,5.75,,,,,,
,,9,Moglii | Tonic Water (Snocker Cot Remix) | Chroma 2.0,Electronic,Indie,https://www.youtube.com/watch?v=0aihtCwBp-k,-,https://bsaber.com/songs/f04b/,https://bsaber.com/tag/aaltopahwi,28,,,,,,
,,10,Kasai Harcores – Drop The Fire,Electronic,House,https://www.youtube.com/watch?v=Su-b-8uHd6o,-,https://bsaber.com/songs/edad/,https://bsaber.com/tag/cat_using_a_toaster,6.75,,,,,,
,,11,Dazzling White Town [Love Live! Soundtrack] – Saint Snow,J-Pop,EDM,https://www.youtube.com/watch?v=Ta8BkUkEAB8,"1. DANCE, 2. INTERMEDIATE, ANIME, J-POP",https://bsaber.com/songs/f045/,https://bsaber.com/tag/joetastic,19,,,,,,
,,12,"Calliope Mori – Excuse My Rudeness, But Could You Please RIP?",J-Pop,Rap,https://www.youtube.com/watch?v=5y3xh8gs24c,-,https://bsaber.com/songs/f003/,https://bsaber.com/tag/bloodcloak,45,,,,,,
,,13,Rail Romanesque – MItuki Nakae [まいてつ] レイルロマネスク,J-Pop,Anime,https://www.youtube.com/watch?v=etoWF7oRDXE,-,https://bsaber.com/songs/ef21/,https://bsaber.com/tag/nsenuesu,5.666666667,,,,,,
,,14,bonk,Meme,Meme,https://www.youtube.com/watch?v=5_LntsvxETY,-,https://bsaber.com/songs/f04c/,https://bsaber.com/tag/vasili,25,,,,,,
,,15,F.O.O.L & SKUM – Hysteria (v2),Electronic,Dubstep,https://www.youtube.com/watch?v=8S7rvq1toxI,-,https://bsaber.com/songs/f04a/,https://bsaber.com/tag/scrumplex,16,,,,,,
,,16,“Only Us” featuring Laura Dreyfuss and Ben Platt | DEAR EVAN HANSEN,Pop,Indie,https://www.youtube.com/watch?v=s1Evnzkez7o,-,https://bsaber.com/songs/ed7f/,https://bsaber.com/tag/ryger,3,,,,,,
,,17,FINAL FANTASY XVI – Awakening (Alex Moukala Mix),Video Game,OST,https://www.youtube.com/watch?v=MyKtpAihppY,"1. BALANCED, 2. INTERMEDIATE, ORCHESTRAL, VIDEO GAME",https://bsaber.com/songs/efdf/,https://bsaber.com/tag/pyrowarfare,7.5,,,,,,
,,18,[KSHMR Pack] KSHMR – Wildcard (ft. Sidnie Tipton),Electronic,House,https://www.youtube.com/watch?v=ux9vr4xfWj4,"1. DANCE, 2. INTERMEDIATE, EDM, ELECTRO HOUSE",https://bsaber.com/songs/ed9d/,https://bsaber.com/tag/nitronikexe,10.5,,,,,,
,,19,DAOKO × 米津玄師 – 打上花火 feat.96猫 & 天月,J-Pop,Anime,https://www.youtube.com/watch?v=2cGi0hfNSJI,-,https://bsaber.com/songs/ed60/,https://bsaber.com/tag/maso,2.8,,,,,,
,,20,[KSHMR Pack] KSHMR x Firebeatz – No Heroes (ft. Luciana),Electronic,House,https://www.youtube.com/watch?v=dYa6KLLrWoU,"1. BALANCED, 2. INTERMEDIATE, EDM, ELECTRO HOUSE",https://bsaber.com/songs/ed9c/,https://bsaber.com/tag/nitronikexe,4.666666667,,,,,,
15,09-30,1,“Only Us” featuring Laura Dreyfuss and Ben Platt | DEAR EVAN HANSEN,Pop,Indie,https://www.youtube.com/watch?v=s1Evnzkez7o,"1. DANCE, 2. NOVICE",https://bsaber.com/songs/ed7f/,https://bsaber.com/tag/ryger,6.142857143,,,,,,
,,2,だんだん高くなる (Getting Higher and Higher) – 40meterP feat. Hastune Miku [Noodle Extensions],J-Pop,Rock,https://www.youtube.com/watch?v=2qla5phsDEQ,"1. BALANCED, 2. ADVANCED, MOD CHART",https://bsaber.com/songs/f286/,https://bsaber.com/tag/aggrogahu/,11.5,,,,,,
,,3,Have You Ever Had a Dream (Metal Remix),Meme,Metal,https://www.youtube.com/watch?v=dXidW7fEH8g,-,https://bsaber.com/songs/f42e/,https://bsaber.com/tag/velheor,9.333333333,,,,,,
,,4,Avalanche,Electronic,Speedcore,https://www.youtube.com/watch?v=3YQdOR2MZXA,"1. BALANCED, 2. CHALLENGE",https://bsaber.com/songs/f124/,https://bsaber.com/tag/that_narwhal,4,,,,,,
,,5,Mirror [22/7 Soundtrack] – Sakura Fujima,J-Pop,Rock,https://www.youtube.com/watch?v=vWV0Dlf1AAc,"1. BALANCED, 2. INTERMEDIATE, ANIME, J-POP",https://bsaber.com/songs/f372/,https://bsaber.com/tag/joetastic,8.666666667,,,,,,
,,6,I made a shark sound MAD – IOSYS,Meme,Japanese,https://www.youtube.com/watch?v=e20A0TzHuGs,"1. BALANCED, 2. INTERMEDIATE, MEME",https://bsaber.com/songs/f144/,https://bsaber.com/tag/joetastic,3.666666667,,,,,,
,,7,"Calliope Mori – Excuse My Rudeness, But Could You Please RIP?",J-Pop,Rap,https://www.youtube.com/watch?v=5y3xh8gs24c,"1. BALANCED, 2. INTERMEDIATE",https://bsaber.com/songs/f003/,https://bsaber.com/tag/bloodcloak,7.142857143,,,,,,
,,8,September Eurobeat Remix,Electronic,Eurobeat,https://www.youtube.com/watch?v=3RcGCRTD7sA,-,https://bsaber.com/songs/f44c/,https://bsaber.com/tag/epg7ens,7,,,,,,
,,9,Rising Hope [22/7 Soundtrack] – Reika Sato,J-Pop,Anime,https://www.youtube.com/watch?v=foJPL6qGLtg,"1. BALANCED, 2. INTERMEDIATE, ANIME, J-POP",https://bsaber.com/songs/f380/,https://bsaber.com/tag/joetastic,7,,,,,,
,,10,Chocolate (Choco Choco) – Soul Control,Pop,Techno,https://www.youtube.com/watch?v=LAjIn6SJK5Y,-,https://bsaber.com/songs/f21c/,https://bsaber.com/tag/alicexiv,4,,,,,,
,,11,Grilletto [22/7 Soundtrack] – Yuki Tojo,J-Pop,Anime,https://www.youtube.com/watch?v=NHwnIZxVq70,"1. BALANCED, 2. INTERMEDIATE, ANIME, J-POP",https://bsaber.com/songs/f538/,https://bsaber.com/tag/joetastic,19,,,,,,
,,12,John Mayer – New Light,Rock,Indie,https://www.youtube.com/watch?v=mQ055hHdxbE,"1. DANCE, 2. ADVANCED",https://bsaber.com/songs/f050/,https://bsaber.com/tag/bearly,3,,,,,,
,,13,Hall Of The Mountain King – Apocalyptica,Rock,Metal,https://www.youtube.com/watch?v=VWEmsUiQELU,-,https://bsaber.com/songs/f30c/,https://bsaber.com/tag/jafdy,7.25,,,,,,
,,14,PSYQUIV & K feat. DJKatsuya,Electronic,Speedcore,https://www.youtube.com/watch?v=Qcm35mZqyc8,-,https://bsaber.com/songs/f15e/,https://bsaber.com/tag/smileeaglet,3.666666667,,,,,,
,,15,Hana ranman -Flowers- – TERRA,J-Pop,Techno,https://www.youtube.com/watch?v=qomXhHL08Fg,"1. DANCE, 2. INTERMEDIATE, J-POP, VIDEO GAME",https://bsaber.com/songs/f0d0/,https://bsaber.com/tag/joetastic,3.142857143,,,,,,
,,16,Disturbia – Rihanna,Pop,Dance,https://www.youtube.com/watch?v=E1mU6h4Xdxc,-,https://bsaber.com/songs/f0d3/,https://bsaber.com/tag/riskfx,3,,,,,,
,,17,Fuyu no Hanashi [Given OST] – Given,J-Pop,Anime,https://www.youtube.com/watch?v=J9PbBgyyqcc,"1. BALANCED, 2. INTERMEDIATE, ANIME, J-POP",https://bsaber.com/songs/f2c9/,https://bsaber.com/tag/joetastic,3.5,,,,,,
,,18,"Shawn Mendes, Zedd – Lost In Japan",Pop,Dance,https://www.youtube.com/watch?v=OiTCDijrze8,-,https://bsaber.com/songs/f262/,https://bsaber.com/tag/wemadethis,2.6,,,,,,
,,19,Ryllz – Nemesis V1.2,Electronic,Dubstep,https://www.youtube.com/watch?v=Z6pPLL5iUSE,-,https://bsaber.com/songs/f13e/,https://bsaber.com/tag/nanomabs,2.166666667,,,,,,
,,20,BON VOYAGE! (TV Size) [One Piece 4th Opening] – Bon-Bon Blanco,J-Pop,Anime,https://www.youtube.com/watch?v=AYhIPAs8JTU,"1. BALANCED, 2. INTERMEDIATE, ANIME, J-POP",https://bsaber.com/songs/f13f/,https://bsaber.com/tag/joetastic,2.166666667,,,,,,
